id,target_grammar_id,target_usage_index,type,question,options,correct_index,explanation
GT_N2_109_01,N2_109,0,CHOICE,今回の調査結果______、新しい論文を書く予定だ。,"[""に基づいて"", ""に応じて"", ""に反して"", ""に際して""]",0,文意：打算根据这次的调查结果写一篇新论文。考点：「～に基づいて」表示以某事物为根基、基础或依据。
GT_N2_109_02,N2_109,0,CHOICE,これまでの研究______、詳細[しょうさい]なレポートをまとめた。,"[""に基づき"", ""にともない"", ""に従い"", ""に沿い""]",0,文意：基于迄今为止的研究，总结出了一份详细报告。考点：「～に基づき」是「～に基づいて」的书面中顿形式。
GT_N2_109_03,N2_109,0,CHOICE,この作品は、実際に起こった事件の記録______描かれている。,"[""に基づいて"", ""を込めて"", ""に限って"", ""をめぐって""]",0,文意：这部作品是根据实际发生的事件记录创作出来的。考点：「～に基づいて」用于文学、艺术创作的取材依据。
GT_N2_109_04,N2_109,0,CHOICE,憲法[けんぽう]______、新しい法律が制定[せいてい]された。,"[""に基づいて"", ""にともなって"", ""に反して"", ""に先立って""]",0,文意：根据宪法，制定了新的法律。考点：「～に基づいて」表示法律、规则等的制订依据。
GT_N2_109_05,N2_109,0,CHOICE,市場[しじょう]調査の結果______、商品を開発[かいはつ]した。,"[""に基づく"", ""に代わる"", ""に対する"", ""を問わない""]",0,文意：基于市场调查的结果开发了产品。考点：「～に基づく」用于由于数据、调查产生的计划或行为。
GT_N2_110_01,N2_110,0,CHOICE,事故[じこ]のために、2時間______電車がストップした。,"[""にわたり"", ""に限り"", ""につき"", ""に際して""]",0,文意：因为事故，电车停了整整两个小时。考点：「～にわたり」表示时间跨度，强调跨度之大或过程之长。
GT_N2_110_02,N2_110,0,CHOICE,この会議[かいぎ]は3日間______行われた。,"[""にわたって"", ""において"", ""をめぐって"", ""をきっかけに""]",0,文意：会议持续举行了三天。考点：「～にわたって」表示状态（通常是持续性的）覆盖的时间范围。
GT_N2_110_03,N2_110,0,CHOICE,ここから数百キロ______桜並木[さくらなみき]が続いている。,"[""にわたって"", ""を込めて"", ""を問わず"", ""に反して""]",0,文意：从这里开始，樱花林绵延了整整几百公里。考点：「～にわたって」表示空间范围的广度。
GT_N2_110_04,N2_110,0,CHOICE,その有名な祭りは、市内全域______行われる。,"[""にわたり"", ""により"", ""に際し"", ""に対し""]",0,文意：那个有名的祭典在全市范围内举行。考点：「～にわたり」表示地理覆盖面积广。
GT_N2_110_05,N2_110,0,CHOICE,今回の交渉[こうしょう]は、多岐[たき]______内容となった。,"[""にわたる"", ""に向かう"", ""に関する"", ""をめぐる""]",0,文意：这次的交涉内容涉及到了很多方面。考点：「多岐[たき]にわたる」是常用搭配，意为“涉及多个领域/方面”。
GT_N2_111_01,N2_111,0,CHOICE,冗談[じょうだん]______で真面目[まじめ]に考[かんが]えてください。,"[""抜き"", ""に際し"", ""にともない"", ""に限り""]",0,文意：请别开玩笑，认真地考虑一下。考点：「～抜きで」表示省去一般情况下会有的东西，意为“抛开……”。
GT_N2_111_02,N2_111,0,CHOICE,かたい挨拶[あいさつ]は______、さっそく乾杯[かんぱい]しましょう。,"[""抜きにして"", ""につき"", ""をめぐって"", ""にあたっては""]",0,文意：死板的寒暄就免了，赶紧干杯吧。考点：「～を抜きにして」意为“去掉……”、“免去……”。
GT_N2_111_03,N2_111,0,CHOICE,今日は時間がないから、挨拶は______会議を始めましょう。,"[""抜きにして"", ""として"", ""において"", ""に際して""]",0,文意：今天没时间了。省去寒暄，直接开始会议吧。考点：「～を抜きにして」表示省去某种环节或内容。
GT_N2_111_04,N2_111,0,CHOICE,わさび______のお寿司[すし]を注文[ちゅうもん]した。,"[""抜き"", ""次第"", ""にあたり"", ""に即した""]",0,文意：点了不加芥末的寿司。考点：「～抜き」在此作为名词修饰语，表示“不带……”、“不含……”。
GT_N2_111_05,N2_111,0,CHOICE,お世辞[せじ]は______、あなたの実力[じつりょく]は素晴らしい。,"[""抜きにしても"", ""を機に"", ""をきっかけに"", ""に基づいて""]",0,文意：先不说奉承话，你的实力真的很棒。考点：「～は抜きにしても」表示“即使抛开……且不谈”。
GT_N2_112_01,N2_112,0,CHOICE,この論文は先生の指導[しどう]______完成できない。,"[""抜きには"", ""限りでは"", ""に際しては"", ""につけ""]",0,文意：这篇论文如果没有老师的指导是无法完成的。考点：「～抜きには」与其后的否定形式呼应，表示“如果没有……就无法……”。
GT_N2_112_02,N2_112,0,CHOICE,契約更新[けいやくこうしん]の件に関しては、部長______決められない。,"[""抜きでは"", ""抜きで"", ""（どちらでも可）"", ""に従って""]",2,文意：关于续约的事，部长不在场的话定不下来。考点：「～抜きでは」表示某个条件缺失则结果不成立；「～抜きで」意为“在没有……的情况下”，在否定句中语意相近。
GT_N2_112_03,N2_112,0,CHOICE,この町の発展は観光事業[かんこうじぎょう]を______は語[かた]れない。,"[""抜きにして"", ""はじめとして"", ""通じて"", ""のみならず""]",0,文意：这个城市的发展，要是抛开旅游业就无从谈起。考点：「～を抜きにしては」引出必要的先决条件，后续常接否定。
GT_N2_112_04,N2_112,0,CHOICE,現代社会において、インターネット______生活は考えられない。,"[""抜きには"", ""に沿った"", ""に伴う"", ""に応じた""]",0,文意：在现代社会，没有网络的各种生活是难以想象的。考点：「～抜きには」表示必要的依赖对象。
GT_N2_112_05,N2_112,0,CHOICE,彼の協力[きょうりょく]______は、今回のプロジェクトの成功はなかっただろう。,"[""抜きに"", ""において"", ""（どちらでも可）"", ""に限って""]",2,文意：如果没有他的协助，这次项目就不会成功吧。考点：「～抜きに（は）」/「～抜きで（は）」常用于虚拟语气和否定描述中。
GT_N2_113_01,N2_113,0,CHOICE,あの人もずいぶん悩み______、会社を辞めることを決めたんでしょう。,"[""ぬいて"", ""かねて"", ""きって"", ""なおして""]",0,文意：那个人一定也是苦思冥想到了极致，才决定辞职的吧。考点：动词连用形+「抜く」，表示将动作进行到底或程度达到极限。
GT_N2_113_02,N2_113,0,CHOICE,マラソン大会に出場するからには、42.195kmを走り______たい。,"[""ぬき"", ""きり"", ""はじめ"", ""だし""]",0,文意：既然参加马拉松，就想坚持跑完这42.195公里。考点：「～抜く」表示克服困难坚持到最后。
GT_N2_113_03,N2_113,0,CHOICE,競争が激しい業界では、新しい発想[はっそう]が生き______カギになる。,"[""ぬく"", ""きれる"", ""だす"", ""はじめる""]",0,文意：在竞争激烈的行业中，新的创意是生存下去的关键。考点：「生き抜く」是一个常用复合动词，意为“顽强生存到底”。
GT_N2_113_04,N2_113,0,CHOICE,最後まで信じ______ことが勝利[しょうり]につながった。,"[""ぬいた"", ""きった"", ""（どちらでも可）"", ""かけた""]",2,文意：坚信到底成就了胜利。考点：「信じ抜く」和「信じきる」都有“完全相信、始终相信”的意思，此处语感相近。
GT_N2_113_05,N2_113,0,CHOICE,彼は困り______末[すえ]に、旧友[きゅうゆう]に連絡することにした。,"[""ぬいた"", ""だした"", ""はじめに"", ""かけた""]",0,文意：他在走投无路（困窘到极点）之后，决定联系老朋友。考点：「困り抜く」表示陷入极度的困境。
GT_N2_114_01,N2_114,0,CHOICE,担当者______、会社全体で不正な売買を行っていた。,"[""のみならず"", ""につき"", ""について"", ""に限らず""]",0,文意：不仅是负责人，整个公司都在进行违规交易。考点：「～のみならず」相当于「～だけでなく」，表示“不仅仅……”。
GT_N2_114_02,N2_114,0,CHOICE,出生率[しゅっせいりつ]の低下は日本______、ほかの国にもあるようだ。,"[""のみならず"", ""にとって"", ""において"", ""に際して""]",0,文意：出生率下降并不仅仅在日本，似乎在其他国家也存在。考点：「～のみならず」引出范围的扩大。
GT_N2_114_03,N2_114,0,CHOICE,このカメラは高性能[こうせいのう]である______、メモリー容量も大きい。,"[""のみならず"", ""のみで"", ""だけでなく"", ""（どれでも可）""]",3,文意：这台相机不仅性能好，内存容量也很大。考点：「のみならず」与「だけでなく」意义基本一致，前者语感略显硬气。
GT_N2_114_04,N2_114,0,CHOICE,彼は英語______、フランス語も堪能[たんのう]だ。,"[""のみならず"", ""に限り"", ""に基づいて"", ""を機に""]",0,文意：他不仅英语好，法语也很精通。考点：用于列举并列的优点或特性。
GT_N2_114_05,N2_114,0,CHOICE,ただ本を読む______、内容をよく考えることが大切だ。,"[""のみならず"", ""に限らず"", ""に伴い"", ""に沿い""]",0,文意：不仅是读书，仔细思考内容也很重要。考点：常与「ただ」呼应，构成「ただ～のみならず」句式。
GT_N2_115_01,N2_115,0,CHOICE,試合直前の打ち合わせのために、選手たちはコーチの______集まった。,"[""もとに"", ""代わりに"", ""せいで"", ""あまり""]",0,文意：为了赛前的商量，选手们聚集到了教练身边。考点：「名+のもとに」/「名+のもとに」表示聚集在某人身边或受其直接影响。
GT_N2_115_02,N2_115,0,CHOICE,山田教授の指導[しどう]______、修正を重ねた論文がついに完成した。,"[""のもとで"", ""のもとに"", ""（どちらでも可）"", ""にしたがって""]",2,文意：在山田教授的指导下，几经修改的论文终于完成了。考点：「～のもとで」和「～のもとに」在此类表示抽象指导/影响下时通用。
GT_N2_115_03,N2_115,0,CHOICE,厳しい環境[かんきょう]______、子供たちは元気に育っている。,"[""のもとで"", ""について"", ""に従って"", ""において""]",0,文意：在严酷的环境下，孩子们依然在健康成长。考点：「～のもとで」用于描述身处某背景或条件下。
GT_N2_115_04,N2_115,0,CHOICE,管理[かんり]______、自由な活動が制限[せいげん]されている。,"[""のもとに"", ""をきっかけに"", ""に向けて"", ""のみならず""]",0,文意：在管理名义（严密管理）下，自由活动受到了限制。考点：「～のもとに」侧重于表示这种影响或覆盖的状态。
GT_N2_115_05,N2_115,0,CHOICE,渡辺先生の______で、日本文学を研究している学生が多い。,"[""もと"", ""かわり"", ""おかげ"", ""せい""]",0,文意：在渡边老师门下研究日本文学的学生很多。考点：「名+の+もと」是固定用法。
GT_N2_115_06,N2_115,1,CHOICE,「開発[かいはつ]」の______、大規模[だいきぼ]な森林破壊[しんりんはかい]が進んでいる。,"[""名のもとに"", ""せいにして"", ""結果として"", ""限定で""]",0,文意：打着“开发”的旗号，大规模森林破坏正不断加剧。考点：「～の名のもとに」常用于具有负面色彩的借口或名义。
GT_N2_115_07,N2_115,1,CHOICE,自由と正義[せいぎ]の______、多くの命[いのち]が奪[うば]われている。,"[""名のもとに"", ""おかげで"", ""きっかけで"", ""のみならず""]",0,文意：以自由和正义的名义，夺走了许多生命。考点：「～の名のもとに」强调打着某种大义名分实则不然。
GT_N2_115_08,N2_115,1,CHOICE,近代化[きんだいか]の______、古い歴史的建造物[けんぞうぶつ]が取り壊[こわ]された。,"[""名のもとに"", ""かわりに"", ""基づいて"", ""反して""]",0,文意：以现代化为名，古老的历史建筑被拆毁了。考点：表达对某种借口的批判或遗憾之情。
GT_N2_115_09,N2_115,1,CHOICE,効率[こうりつ]の______、重要なサービスが削減[さくげん]されてしまった。,"[""名のもとに"", ""せいにしても"", ""ことにして"", ""きっかけに""]",0,文意：借口提高效率，重要的服务被削减了。考点：「～の名のもとに」描述某种被冠以正当理由的行为。
GT_N2_115_10,N2_115,1,CHOICE,改革[かいかく]の______、強引[ごういん]な手法[しゅほう]がとられた。,"[""名のもとに"", ""おかげで"", ""末に"", ""わりに""]",0,文意：挂着“改革”的牌子，采取了强行手段。考点：「～の名のもとに」突出名实不符。
GT_N2_116_01,N2_116,0,CHOICE,彼は、銀行からの借金が数百万[すうまん]円もある。それ______友人たちからも多額のお金を借りているらしい。,"[""ばかりか"", ""に限らず"", ""に基づいて"", ""にあたって""]",0,文意：他从银行借了几百万日元。不仅如此，好像还从朋友那里借了一大笔钱。考点：「～ばかりか」表示递进，常与「も」呼应。
GT_N2_116_02,N2_116,0,CHOICE,下宿[げしゅく]のおばさんは、食事をごちそうしてくれた______、お金まで貸してくれた。,"[""ばかりか"", ""としても"", ""にしても"", ""のみならず（どちらでも可）""]",3,文意：房东阿姨不仅请我吃饭，甚至还借了钱给我。考点：「～ばかりか」和「～のみならず」都表示“不仅……”，语气上前者感叹色彩略厚。
GT_N2_116_03,N2_116,0,CHOICE,薬を飲んでも、風邪[かぜ]は治[なお]らない______、もっとひどくなってきた。,"[""ばかりか"", ""どころか"", ""（どちらでも可）"", ""ばかりに""]",2,文意：吃了药感冒不但没好，反而更严重了。考点：「～ばかりか」在此接否定形式表示“不但不……反而……”，逻辑上与「どころか」高度相似。
GT_N2_116_04,N2_116,0,CHOICE,この映画[えいが]は、ストーリーが面白い______、映像[えいぞう]も非常に美しい。,"[""ばかりか"", ""に限り"", ""に即して"", ""反して""]",0,文意：这部电影情节有趣，画质也非常漂亮。考点：形容词连体形接「ばかりか」表示属性的递进追加。
GT_N2_116_05,N2_116,0,CHOICE,彼は、英語が話せる______、中国語とフランス語も得意[とくい]だ。,"[""ばかりか"", ""だけに"", ""ばかりに"", ""というより""]",0,文意：他不但会说英语，更擅长中文和法文。考点：能力递进使用「～ばかりか」。
GT_N2_117_01,N2_117,0,CHOICE,余計[よけい]なことを言った______、面倒[めんどう]な仕事を頼まれてしまった。,"[""ばかりに"", ""ばかりか"", ""おかげで"", ""からには""]",0,文意：就因为说了多余的话，结果被拜托了麻烦的工作。考点：「～ばかりに」表示仅仅因为某个原因而导致不好的局面。
GT_N2_117_02,N2_117,0,CHOICE,学歴[がくれき]がなかった______、父は相当[そうとう]苦労したそうだ。,"[""ばかりに"", ""からこそ"", ""だけに"", ""どころか""]",0,文意：听说父亲就因为没有学历，吃了不少苦头。考点：表示由于某种负面状态导致了不幸结果。
GT_N2_117_03,N2_117,0,CHOICE,パーティーの場所を聞いた______、手伝いを頼まれてしまった。,"[""ばかりに"", ""せいか"", ""ものだから"", ""ばかりか""]",0,文意：只因为问了一下派对地点，就被拉去帮忙了。考点：强调由于一个小细节导致了意外的负面结果。
GT_N2_117_04,N2_117,0,CHOICE,不注意[ふちゅうい]だった______、事故[じこ]を起こしてしまった。,"[""ばかりに"", ""ために"", ""（どちらでも可）"", ""からこそ""]",2,文意：正因为不小心才引发了事故。考点：「～ばかりに」带有强烈的遗憾后悔色彩；「ために」则陈述客观因果。
GT_N2_117_05,N2_117,0,CHOICE,最後[さいご]に油断[ゆだん]した______、試合[しあい]に負けてしまった。,"[""ばかりに"", ""ばかりか"", ""どころか"", ""によって""]",0,文意：就因为最后大意了，结果输掉了比赛。考点：用于表达对单一过失导致失败的悔恨。
GT_N2_118_01,N2_118,0,CHOICE,このレストラン、値段[ねだん]______味はいいですね。,"[""はともかく"", ""に限らず"", ""に従って"", ""をめぐって""]",0,文意：这家餐厅，价格先不说，味道还真不错。考点：「～はともかく」表示将前项暂且搁置，优先讨论后项。
GT_N2_118_02,N2_118,0,CHOICE,結果______として、全員が精一杯[せいいっぱい]力を出し切った試合だった。,"[""はともかく"", ""は別として"", ""（どちらでも可）"", ""に反して""]",2,文意：结果怎样暂且不论，这是一场大家都尽全力了的比赛。考点：「～はともかく」和「～は別として」在此语境下表达“不在此讨论前项”的意思相同。
GT_N2_118_03,N2_118,0,CHOICE,外見[がいけん]______、彼はとても優しい人だ。,"[""はともかく"", ""は抜きにして"", ""に伴って"", ""に応じて""]",0,文意：外表先不谈，他是个非常温柔的人。考点：将次要的属性搁置，关注核心特质。
GT_N2_118_04,N2_118,0,CHOICE,できるかどうか______、まずはやってみることが大切だ。,"[""はともかく"", ""に決まっている"", ""に相違ない"", ""を機に""]",0,文意：能不能成暂且不谈，首先去尝试是很重要的。考点：用于针对可能性未知的行动表态。
GT_N2_118_05,N2_118,0,CHOICE,デザイン______、この靴[くつ]は履[は]き心地[ごこち]がとてもいい。,"[""はともかく"", ""に反して"", ""に沿って"", ""次第で""]",0,文意：设计暂且不谈，这双鞋穿起来非常舒服。考点：用于实用优于美观的评价场景。
GT_N2_119_01,N2_119,0,CHOICE,他の科目は______、数学はとても得意だ。,"[""別として"", ""もとより"", ""次第で"", ""のみならず""]",0,文意：其他科目另当别论，数学我很擅长。考点：「～は別として」表示排除在外或特别强调后项的不同。
GT_N2_119_02,N2_119,0,CHOICE,おいしいかどうかは______一度食べてみたいと思う。,"[""別として"", ""はじめとして"", ""契機に"", ""おいて""]",0,文意：好不好吃另当别论，我想尝一次看看。考点：用于对某种评价尚未定论的情况。
GT_N2_119_03,N2_119,0,CHOICE,得意[とくい]かどうかは______、私はサッカーが大好きだ。,"[""別として"", ""もちろん"", ""相違なく"", ""問わず""]",0,文意：擅不擅长另当别论，我非常喜欢足球。考点：区分“热衷度”与“技巧水平”。
GT_N2_119_04,N2_119,0,CHOICE,費用[ひよう]の問題は______、場所だけでも決めておこう。,"[""別として"", ""に関して"", ""を通じて"", ""もとより""]",0,文意：费用的问题另说，先把地点定下来吧。考点：在多项决策中先挑选一项出来解决。
GT_N2_119_05,N2_119,0,CHOICE,年齢[ねんれい]は______、経験[けいけん]豊富な人を採用[さいよう]したい。,"[""別として"", ""問わず（どちらでも可）"", ""（どれでも可）"", ""に限って""]",2,文意：年龄另当别论/不论年龄，想招聘经验丰富的人。考点：「～は別として」和「～を問わず」在某些侧重“无视某条件”的语境下意思重叠。
GT_N2_120_01,N2_120,0,CHOICE,面接試験[めんせつしけん]では、話し方は______、服装にも気をつける必要がある。,"[""もちろん"", ""にしても"", ""ばかりに"", ""のみならず（どちらでも可）""]",3,文意：面试考试中，说话方式自不必说，仪表也需要注意。考点：「～はもちろん」强调前者是理所当然的，后者也同样重要；「のみならず」语意相通。
GT_N2_120_02,N2_120,0,CHOICE,最近、大学生は______、小学生までパソコンを使うようになった。,"[""はもちろん"", ""に先立って"", ""に際して"", ""に基づいて""]",0,文意：最近大学生自不必说，连小学生都开始用电脑了。考点：从高层次/典型个体扩展到低层次/意外个体。
GT_N2_120_03,N2_120,0,CHOICE,指導熱心な山田先生は、生徒は______保護者[ほごしゃ]からの信頼も厚い。,"[""もとより"", ""がゆえに"", ""において"", ""につれて""]",0,文意：热心指导的山田老师不但受学生欢迎，也深得家长信赖。考点：「～はもとより」是「～はもちろん」的书面语形式。
GT_N2_120_04,N2_120,0,CHOICE,日曜日[にちようび]は、銀行は______郵便局[ゆうびんきょく]も休みだ。,"[""はもちろん"", ""に即して"", ""に限り"", ""に限らず（どちらでも可）""]",3,文意：周日银行自不必说，邮局也不开。考点：「～はもちろん」和「～に限らず」在列举并列的不便/规则时语意重合。
GT_N2_120_05,N2_120,0,CHOICE,平仮名[ひらがな]は______、漢字[かんじ]も書けるようになった。,"[""はもとより"", ""契機に"", ""きっかけに"", ""次第で""]",0,文意：平假名自不待言，现在汉字也能写了。考点：表示程度的由易到难的进步。
GT_N2_121_01,N2_121,0,CHOICE,現代の若者はインターネットで情報を得る機会が多い。その______、実体験が不足している。,"[""反面"", ""あげく"", ""おかげで"", ""ばかりに""]",0,文意：现在的年轻人有很多机会通过互联网获取信息。另一方面，实际体验却很缺乏。考点：「～反面」表示同一事物的正反两面。
GT_N2_121_02,N2_121,0,CHOICE,この車は空気を汚さない______、価格が高いという欠点がある。,"[""反面"", ""のみならず"", ""ものの"", ""（どれでも可）""]",3,文意：这款车不污染空气，但另一方面也有价格昂贵的缺点。考点：「～反面」和「～ものの」在此都可表示转折/对比；「～のみならず」强调递进，虽不推荐在此强调缺点，但语法上常有重叠。
GT_N2_121_03,N2_121,0,CHOICE,この布は水に強い______、熱には弱い。,"[""反面"", ""反して"", ""（どちらでも可）"", ""にかかわらず""]",0,文意：这种布料防水性强，但另一方面耐热性差。考点：「～反面」用于对比同一对象的两种属性。
GT_N2_121_04,N2_121,0,CHOICE,大都市は生活が便利な______、騒音[そうおん]などの問題も多い。,"[""反面"", ""ばかりか"", ""に従って"", ""に際して""]",0,文意：大都市生活便利，但另一方面噪音等问题也很多。考点：描述事物的两面性。
GT_N2_121_05,N2_121,0,CHOICE,彼は仕事が早い______、ミスも多い。,"[""反面"", ""ばかりに"", ""（どちらでも可）"", ""ついでに""]",0,文意：他工作很快，但另一方面失误也多。考点：评价一个人的两面特征时常用「～反面」。
GT_N2_122_01,N2_122,0,CHOICE,書類だけでは決められないから、本人に会って判断する______。,"[""よりほかはない"", ""はずがない"", ""わけではない"", ""（どちらでも可）""]",0,文意：仅凭书面材料无法决定，最终只能见本人后做出判断。考点：「～よりほかはない」表示别无他法，只好如此。
GT_N2_122_02,N2_122,0,CHOICE,終電がなくなってしまったので、タクシーで帰る______。,"[""ほかしかたがない"", ""はずはない"", ""わけがない"", ""（どれでも可）""]",0,文意：末班车没了，只好打车回家。考点：「～ほかしかたがない」意为“别无他法”。
GT_N2_122_03,N2_122,0,CHOICE,一度決めたこと。大変だが、最後までやり抜[ぬ]く______。,"[""ほかない"", ""よりほかない"", ""（どちらでも可）"", ""べきではない""]",2,文意：既然决定了，虽然辛苦，也只能坚持到底。考点：「～ほかない」和「～よりほかない」意思完全相同。
GT_N2_122_04,N2_122,0,CHOICE,手術をして、回復[かいふく]を待つ______。,"[""よりほかはない"", ""に違いない"", ""に相違ない"", ""きりがない""]",0,文意：做了手术，只能等待康复了。考点：在既定现实下表达必然的选择。
GT_N2_122_05,N2_122,0,CHOICE,これだけ頼んでもダメなら、諦[あきら]める______。,"[""ほかない"", ""ばかりだ"", ""だけだ"", ""（どれでも可）""]",3,文意：求到这个份上都不行的话，只好死心了。考点：「ほかない」「ばかりだ」「だけだ」在此处表达“只能、只好”的语气极为接近。
GT_N2_123_01,N2_123,0,CHOICE,あんな失礼なところへは、二度と行く______。,"[""まい"", ""まいか"", ""（どちらでも可）"", ""はずだ""]",0,文意：那种失礼的地方，我再也不去了。考点：「～まい」表示说话人的否定意志（不想做某事）。
GT_N2_123_02,N2_123,0,CHOICE,寂しくてたまらず、国へ電話はかける______と思っていたがついかけてしまった。,"[""まい"", ""まいか"", ""まいこと"", ""まいなら""]",0,文意：虽说原本打算不往老家打电话，但实在太寂寞忍不住打了。考点：「～まい」接在终止形后表示否定意志。
GT_N2_123_03,N2_123,0,CHOICE,あいつとは大喧嘩[おおげんか]した。もう二度と会う______。,"[""まい"", ""まいか"", ""（どちらでも可）"", ""ものか""]",0,文意：和那家伙大吵了一场。再也不见他了。考点：「～まい」常用于表示强烈的决心。
GT_N2_123_04,N2_123,0,CHOICE,不健康[ふけんこう]な生活は二度と______と心に決めた。,"[""するまい"", ""すまい"", ""（どちらでも可）"", ""するだろう""]",2,文意：心里决定再也不过不健康的生活了。考点：「するまい」和「すまい」都是「する」的否定意志形。
GT_N2_123_05,N2_123,0,CHOICE,あそこまで言われて、彼は黙[だま]ってはおく______。,"[""まい"", ""まいか"", ""まいし"", ""べきだ""]",0,文意：被说到那个份上，他肯定不会罢休吧。考点：此处虽可理解为否定推测，但亦可包含对第三方意志的强烈断定（即他不打算罢休）。
GT_N2_123_06,N2_123,1,CHOICE,やはりこの仕事は断れない。引き受けるしかある______。,"[""まい"", ""まいか"", ""ところだ"", ""わけにはいかない""]",0,文意：这项工作还是没法拒绝。只能接受了吧。考点：「～あるまい」表示否定推测，即「ないだろう」。
GT_N2_123_07,N2_123,1,CHOICE,自分の目で確かめない限り、そんな話は誰も信じ______。,"[""まい"", ""まいか"", ""（どちらでも可）"", ""に違いない""]",0,文意：除非亲眼确认，否则谁也不会相信那种话吧。考点：「～まい」对应主观的否定推测。
GT_N2_123_08,N2_123,1,CHOICE,この件についてお客様と相談する必要があるのではある______。,"[""まいか"", ""まい"", ""ことか"", ""ものか""]",0,文意：难道不需要和客户商量这件事吗？考点：「～ではあるまいか」相当于「～ではないか」，用于反问式主张。
GT_N2_123_09,N2_123,1,CHOICE,昨夜[さくや]の雨だから、今日の道はぬかるんでい______。,"[""まいか"", ""まい"", ""に相違ない"", ""に違いない（どちらでも可）""]",1,文意：昨晚下雨了，今天的路恐怕不会泥泞吧（或：恐怕会泥泞吧？此处まい为否定推测）。考点：判断事物可能性较低。
GT_N2_123_10,N2_123,1,CHOICE,あの実力[じつりょく]なら、合格[ごうかく]は疑[うたが]う余地[よち]はある______。,"[""まい"", ""まいか"", ""まいだ"", ""まいし""]",0,文意：凭那样的实力，合格应该是毫无疑问的吧。考点：「～あるまい」陈述几乎不存在某种可能。
GT_N2_124_01,N2_124,0,CHOICE,足の向く______散策[さんさく]に出かける。,"[""ままに"", ""ついでに"", ""かたわら"", ""次第で""]",0,文意：信步而行，出去闲逛。考点：「～ままに」在此表示随心所欲或任凭某种自然趋势。
GT_N2_124_02,N2_124,0,CHOICE,このブログは自分の身の回りの出来事を______ままに書いたものだ。,"[""気の"", ""思いの"", ""（どちらでも可）"", ""ままを""]",2,文意：这个博客随心所欲地写着自己身边发生的事。考点：「気のまま」「思いのまま」均可表示“随心”。
GT_N2_124_03,N2_124,0,CHOICE,日記というのは、感じた______書くものだ。,"[""ままに"", ""きりに"", ""ついでに"", ""がゆえに""]",0,文意：日记就是把感受到的直接写下来的东西。考点：「～ままに」表示不做人为加工，如实反映。
GT_N2_124_04,N2_124,0,CHOICE,彼は自分の欲望[よくぼう]の______行動している。,"[""ままに"", ""次第に"", ""末に"", ""おかげで""]",0,文意：他任凭欲望驱使在行动。考点：表示被动或完全随从某种力量。
GT_N2_124_05,N2_124,0,CHOICE,筆[ふで]の運[はこ]ぶ______任せて、一気に書き上げた。,"[""ままに"", ""きりに"", ""とおりに"", ""（どちらでも可）""]",0,文意：任凭笔锋所向，一气呵成。考点：「～ままに」侧重于不受控制、自然而然的状态。
GT_N2_124_06,N2_124,1,CHOICE,店員に勧められる______高価なバッグを買ってしまい、後悔している。,"[""ままに"", ""うちに"", ""最中に"", ""ところに""]",0,文意：任凭店员推荐买了个超贵的包，现在后悔死了。考点：「受身形＋ままに」表示“任凭摆布、被动跟随他人意志”。
GT_N2_124_07,N2_124,1,CHOICE,友達に誘[さそ]われる______、マンガの同好会に入った。,"[""ままに"", ""ついでに"", ""以上"", ""次第で""]",0,文意：听朋友劝诱（被勾引着）就加入了漫画社。考点：表示缺乏主见，随波逐流。
GT_N2_124_08,N2_124,1,CHOICE,言われる______動くのではなく、自分で考えて行動しなさい。,"[""ままに"", ""とおりに"", ""（どちらでも可）"", ""がままに（どれでも可）""]",3,文意：别被别人叫怎么动就怎么动，要自己思考后行动。考点：「言われるままに」「言われるがままに」意思相同，均为“任凭使唤”。
GT_N2_124_09,N2_124,1,CHOICE,流[なが]される______生きていても、本当の幸せは掴[つか]めない。,"[""ままに"", ""うちに"", ""あげくに"", ""最中に""]",0,文意：随波逐流地活着是抓不住真正幸福的。考点：被动形式接「ままに」表被动由于外力状态。
GT_N2_124_10,N2_124,1,CHOICE,命[めい]じられる______、彼は危険[きけん]な任務[にんむ]に赴[おもむ]いた。,"[""まま"", ""のみ"", ""ばかり"", ""きり""]",0,文意：任凭上级命令，他奔赴了危险的任务。考点：「～まま」在此作副词，省略了「に」。
GT_N2_125_01,N2_125,0,CHOICE,彼は、怪我[けが]をした足が痛むのも______、工事現場を見て回った。,"[""かまわず"", ""かわらず"", ""かかわらず"", ""問わず""]",0,文意：他不顾脚伤疼痛，视察了施工现场。考点：「～もかまわず」表示完全不在意前项状况，一意孤行。
GT_N2_125_02,N2_125,0,CHOICE,電車の中で人目も______、化粧[けしょう]をする女性がいる。,"[""かまわず"", ""おそれず"", ""ふれず"", ""気にせず（どちらでも可）""]",3,文意：有女性不顾他人眼光在地铁上化妆。考点：「人目もかまわず」是典型的固定用法；「気にせず」语意基本相同。
GT_N2_125_03,N2_125,0,CHOICE,びしょ濡れになるのも______、家出した猫を探し回った。,"[""かまわず"", ""おいて"", ""つれて"", ""反して""]",0,文意：顾不得全身淋湿，四处寻找走丢的猫。考点：形容为了达成目的不惜忍受（前项的）反常举动。
GT_N2_125_04,N2_125,0,CHOICE,夜遅[おそ]いのも______、大声で騒[さわ]ぐ人がいて困る。,"[""かまわず"", ""かかわらず"", ""に限らず"", ""に即して""]",0,文意：不顾已经深夜，有人在大声吵闹，真让人头疼。考点：用于责备不顾周围环境的行为。
